"","YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","MET2013","CITY","STRATA","GQ","RENT","HHINCOME","PERNUM","PERWT","AGE","RACE","RACED","HISPAN","HISPAND","CITIZEN","YRIMMIG","YRSUSA1","LANGUAGE","LANGUAGED","EDUC","EDUCD","EMPSTAT","EMPSTATD","FTOTINC","TRANWORK"
"2899","2018","2018 ACS",565704,2018000807193,86,2018005657041,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,19400,1,86,"71","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","2 years of college","Associate's degree, type not specified","Not in labor force","Not in Labor Force",19400,"N/A"
"2900","2018","2018 ACS",565724,2018000808960,71,2018005657241,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,156000,1,71,"70","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Employed","At work",156000,"Worked at home"
"2901","2018","2018 ACS",565724,2018000808960,71,2018005657241,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,156000,2,161,"67","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Some college, but less than 1 year","Not in labor force","Not in Labor Force",156000,"N/A"
"2902","2018","2018 ACS",565729,2018000809467,41,2018005657291,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,50000,1,41,"40","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Doctoral degree","Employed","At work",50000,"Auto, truck, or van"
"2903","2018","2018 ACS",565736,2018000810087,36,2018005657361,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,73800,1,36,"68","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Not in labor force","Not in Labor Force",73800,"N/A"
"2904","2018","2018 ACS",565736,2018000810087,36,2018005657361,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,73800,2,33,"68","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Not in labor force","Not in Labor Force",73800,"N/A"
"2905","2018","2018 ACS",565765,2018000812184,41,2018005657651,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",1300,149000,1,42,"25","White","White","Other","Guatemalan","N/A","N/A","N/A or less than one year","Spanish","Spanish","Grade 12","Regular high school diploma","Employed","At work",16000,"Auto, truck, or van"
"2906","2018","2018 ACS",565765,2018000812184,41,2018005657651,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",1300,149000,2,149,"30","White","White","Other","Guatemalan","Naturalized citizen","1995","23","Spanish","Spanish","1 year of college","1 or more years of college credit, no degree","Employed","At work",115000,"Auto, truck, or van"
"2907","2018","2018 ACS",565765,2018000812184,41,2018005657651,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",1300,149000,3,19,"23","White","White","Mexican","Mexican","Not a citizen","2008","10","Spanish","Spanish","1 year of college","1 or more years of college credit, no degree","Employed","At work",16000,"Auto, truck, or van"
"2908","2018","2018 ACS",565766,2018000812278,36,2018005657661,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,195000,1,36,"62","White","White","Not Hispanic","Not Hispanic","Naturalized citizen","1970 (1970 PUMS: 1965-1970)","48","English","English","5+ years of college","Professional degree beyond a bachelor's degree","Employed","At work",195000,"Auto, truck, or van"
"2909","2018","2018 ACS",565772,2018000812926,119,2018005657721,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",900,10200,1,120,"39","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","At work",10200,"Auto, truck, or van"
"2910","2018","2018 ACS",565780,2018000813716,56,2018005657801,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",1200,39600,1,56,"64","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","At work",39600,"Walked only"
"2911","2018","2018 ACS",565781,2018000813841,49,2018005657811,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,79200,1,49,"58","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","At work",79200,"Auto, truck, or van"
"2912","2018","2018 ACS",565781,2018000813841,49,2018005657811,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,79200,2,69,"28","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",79200,"Auto, truck, or van"
"2913","2018","2018 ACS",565787,2018000814370,184,2018005657871,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,459000,1,184,"37","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Professional degree beyond a bachelor's degree","Employed","At work",459000,"Auto, truck, or van"
"2914","2018","2018 ACS",565787,2018000814370,184,2018005657871,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,459000,2,211,"35","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Not in labor force","Not in Labor Force",459000,"N/A"
"2915","2018","2018 ACS",565787,2018000814370,184,2018005657871,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,459000,3,184,"6","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Nursery school to grade 4","Kindergarten","N/A","N/A",459000,"N/A"
"2916","2018","2018 ACS",565787,2018000814370,184,2018005657871,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,459000,4,194,"4","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","N/A or blank","N/A or blank","Nursery school to grade 4","Nursery school, preschool","N/A","N/A",459000,"N/A"
"2917","2018","2018 ACS",565787,2018000814370,184,2018005657871,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,459000,5,195,"2","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","N/A or blank","N/A or blank","N/A or no schooling","N/A","N/A","N/A",459000,"N/A"
"2918","2018","2018 ACS",565789,2018000814619,48,2018005657891,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,100680,1,47,"68","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Professional degree beyond a bachelor's degree","Employed","At work",100680,"Auto, truck, or van"
"2919","2018","2018 ACS",565791,2018000814849,43,2018005657911,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",1800,117000,1,43,"36","White","White","Not Hispanic","Not Hispanic","Not a citizen","2018","N/A or less than one year","English","English","5+ years of college","Master's degree","Employed","At work",117000,"Auto, truck, or van"
"2920","2018","2018 ACS",565793,2018000814887,54,2018005657931,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,55000,1,54,"32","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","At work",55000,"Auto, truck, or van"
"2921","2018","2018 ACS",565797,2018000815075,36,2018005657971,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",1200,93000,1,37,"48","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","At work",93000,"Auto, truck, or van"
"2922","2018","2018 ACS",565797,2018000815075,36,2018005657971,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",1200,93000,2,30,"35","White","White","Cuban","Cuban","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Not in labor force","Not in Labor Force",93000,"N/A"
"2923","2018","2018 ACS",565799,2018000815126,116,2018005657991,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",650,15000,1,116,"36","White","White","Other","Honduran","Not a citizen","2014","4","Spanish","Spanish","Nursery school to grade 4","Grade 3","Employed","At work",15000,"Auto, truck, or van"
"2924","2018","2018 ACS",565803,2018000815430,38,2018005658031,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,81000,1,38,"46","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",81000,"Auto, truck, or van"
"2925","2018","2018 ACS",565803,2018000815430,38,2018005658031,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,81000,2,37,"42","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",81000,"Auto, truck, or van"
"2926","2018","2018 ACS",565803,2018000815430,38,2018005658031,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,81000,3,36,"11","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 5","N/A","N/A",81000,"N/A"
"2927","2018","2018 ACS",565803,2018000815430,38,2018005658031,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,81000,4,40,"9","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Nursery school to grade 4","Grade 3","N/A","N/A",81000,"N/A"
"2928","2018","2018 ACS",565815,2018000816623,299,2018005658151,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",660,12300,1,298,"28","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Employed","At work",12300,"Auto, truck, or van"
"2929","2018","2018 ACS",565825,2018000817289,56,2018005658251,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",900,30900,1,55,"27","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Not in labor force","Not in Labor Force",30900,"N/A"
"2930","2018","2018 ACS",565837,2018000818044,50,2018005658371,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",680,38000,1,49,"27","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","At work",38000,"Auto, truck, or van"
"2931","2018","2018 ACS",565840,2018000818447,65,2018005658401,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,141000,1,65,"47","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","2 years of college","Associate's degree, type not specified","Employed","At work",60000,"Auto, truck, or van"
"2932","2018","2018 ACS",565840,2018000818447,65,2018005658401,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,141000,2,21,"14","Black/African American/Negro","Black/African American/Negro","Other","Spaniard","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 7","N/A","N/A",60000,"N/A"
"2933","2018","2018 ACS",565840,2018000818447,65,2018005658401,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,141000,3,46,"35","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",60000,"Auto, truck, or van"
"2934","2018","2018 ACS",565850,2018000819431,30,2018005658501,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",1300,75000,1,30,"38","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",75000,"Worked at home"
"2935","2018","2018 ACS",565851,2018000819557,38,2018005658511,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,29000,1,38,"64","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",29000,"Auto, truck, or van"
"2936","2018","2018 ACS",565860,2018000820197,173,2018005658601,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,52000,1,173,"38","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","2 years of college","Associate's degree, type not specified","Unemployed","Unemployed",52000,"N/A"
"2937","2018","2018 ACS",565876,2018000821636,45,2018005658761,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,8700,1,44,"66","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Some college, but less than 1 year","Employed","At work",8700,"Auto, truck, or van"
"2938","2018","2018 ACS",565884,2018000822566,29,2018005658841,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,25800,1,29,"79","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Not in labor force","Not in Labor Force",25800,"N/A"
"2939","2018","2018 ACS",565893,2018000823105,252,2018005658931,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,54000,1,252,"68","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Not in labor force","Not in Labor Force",54000,"N/A"
"2940","2018","2018 ACS",565906,2018000824169,84,2018005659061,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",700,25000,1,84,"26","Two major races","White and Black","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 11","Grade 11","Employed","At work",25000,"Other"
"2941","2018","2018 ACS",565915,2018000824840,174,2018005659151,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,51500,1,175,"37","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Employed","At work",51500,"Auto, truck, or van"
"2942","2018","2018 ACS",565915,2018000824840,174,2018005659151,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,51500,2,388,"14","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 8","N/A","N/A",51500,"N/A"
"2943","2018","2018 ACS",565915,2018000824840,174,2018005659151,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,51500,3,387,"14","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 8","N/A","N/A",51500,"N/A"
"2944","2018","2018 ACS",565915,2018000824840,174,2018005659151,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,51500,4,253,"77","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Not in labor force","Not in Labor Force",51500,"N/A"
"2945","2018","2018 ACS",565916,2018000824872,54,2018005659161,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,54000,1,54,"75","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Not in labor force","Not in Labor Force",54000,"N/A"
"2946","2018","2018 ACS",565916,2018000824872,54,2018005659161,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,54000,2,220,"39","Two major races","White and Black","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Unemployed","Unemployed",54000,"N/A"
"2947","2018","2018 ACS",565919,2018000824994,31,2018005659191,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",700,60000,1,31,"41","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Employed","At work",60000,"Streetcar or trolley car"
"2948","2018","2018 ACS",565927,2018000825892,53,2018005659271,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",2300,388000,1,53,"34","Other Asian or Pacific Islander","Asian Indian (Hindu 1920_1940)","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Doctoral degree","Employed","At work",388000,"Auto, truck, or van"
"2949","2018","2018 ACS",565929,2018000825981,89,2018005659291,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,19000,1,89,"59","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Not in labor force","Not in Labor Force",19000,"N/A"
"2950","2018","2018 ACS",565940,2018000826645,77,2018005659401,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,13000,1,76,"63","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Not in labor force","Not in Labor Force",13000,"N/A"
"2951","2018","2018 ACS",565943,2018000826989,42,2018005659431,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",1200,105000,1,42,"28","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Employed","At work",105000,"Worked at home"
"2952","2018","2018 ACS",565943,2018000826989,42,2018005659431,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",1200,105000,2,149,"31","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",105000,"Auto, truck, or van"
"2953","2018","2018 ACS",565947,2018000827148,85,2018005659471,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,16900,1,85,"75","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","2 years of college","Associate's degree, type not specified","Not in labor force","Not in Labor Force",16900,"N/A"
"2954","2018","2018 ACS",565949,2018000827473,37,2018005659491,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,45200,1,37,"45","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",45200,"Auto, truck, or van"
"2955","2018","2018 ACS",565953,2018000827696,112,2018005659531,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",700,18800,1,112,"35","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Employed","At work",18800,"Auto, truck, or van"
"2956","2018","2018 ACS",565953,2018000827696,112,2018005659531,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",700,18800,2,152,"16","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 10","Grade 10","Not in labor force","Not in Labor Force",18800,"N/A"
"2957","2018","2018 ACS",565953,2018000827696,112,2018005659531,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",700,18800,3,181,"13","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 7","N/A","N/A",18800,"N/A"
"2958","2018","2018 ACS",565955,2018000827824,54,2018005659551,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,16700,1,54,"32","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Unemployed","Unemployed",16700,"N/A"
"2959","2018","2018 ACS",565955,2018000827824,54,2018005659551,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,16700,2,63,"54","White","White","Not Hispanic","Not Hispanic","Naturalized citizen","1984 (1990 PUMS: 1982-1984)","34","English","English","Grade 12","Some college, but less than 1 year","Employed","At work",16700,"Auto, truck, or van"
"2960","2018","2018 ACS",565963,2018000828446,35,2018005659631,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,51500,1,36,"67","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Employed","At work",51500,"Auto, truck, or van"
"2961","2018","2018 ACS",565965,2018000828494,33,2018005659651,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",0,41700,1,33,"65","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","Regular high school diploma","Employed","At work",41700,"Bicycle"
"2962","2018","2018 ACS",565975,2018000828890,39,2018005659751,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,34300,1,39,"57","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","At work",34300,"Auto, truck, or van"
"2963","2018","2018 ACS",565975,2018000828890,39,2018005659751,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,34300,2,82,"33","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 12","GED or alternative credential","Not in labor force","Not in Labor Force",34300,"N/A"
"2964","2018","2018 ACS",565976,2018000828922,29,2018005659761,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,272000,1,28,"73","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","2 years of college","Associate's degree, type not specified","Not in labor force","Not in Labor Force",272000,"N/A"
"2965","2018","2018 ACS",565982,2018000829560,35,2018005659821,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",830,35000,1,35,"40","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",35000,"Bus or trolley bus"
"2966","2018","2018 ACS",565998,2018000830960,44,2018005659981,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,23000,1,45,"32","White","White","Not Hispanic","Not Hispanic","Not a citizen","2011","7","English","English","4 years of college","Bachelor's degree","Employed","At work",23000,"Auto, truck, or van"
"2967","2018","2018 ACS",565998,2018000830960,44,2018005659981,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,23000,2,39,"31","White","White","Mexican","Mexican","N/A","N/A","N/A or less than one year","English","English","Grade 12","Some college, but less than 1 year","Employed","At work",23000,"Auto, truck, or van"
"2968","2018","2018 ACS",566009,2018000831836,69,2018005660091,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,58600,1,69,"31","Two major races","White and other Asian race(s)","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",58600,"Auto, truck, or van"
"2969","2018","2018 ACS",566009,2018000831836,69,2018005660091,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,58600,2,65,"7","Two major races","White and other Asian race(s)","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Nursery school to grade 4","Grade 1","N/A","N/A",58600,"N/A"
"2970","2018","2018 ACS",566011,2018000832049,33,2018005660111,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,40000,1,33,"67","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Not in labor force","Not in Labor Force",40000,"N/A"
"2971","2018","2018 ACS",566016,2018000832451,27,2018005660161,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",1600,149000,1,26,"25","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Employed","At work",88000,"Bus or trolley bus"
"2972","2018","2018 ACS",566016,2018000832451,27,2018005660161,"New Orleans-Metairie, LA","New Orleans, LA",240222,"Households under 1970 definition",1600,149000,2,33,"24","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Employed","At work",61000,"Bus or trolley bus"
"2973","2018","2018 ACS",566017,2018000832538,26,2018005660171,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",1100,115000,1,25,"25","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Employed","At work",115000,"Auto, truck, or van"
"2974","2018","2018 ACS",566017,2018000832538,26,2018005660171,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",1100,115000,2,63,"25","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Employed","At work",115000,"Auto, truck, or van"
"2975","2018","2018 ACS",566020,2018000832934,24,2018005660201,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,160400,1,23,"77","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Professional degree beyond a bachelor's degree","Employed","At work",160400,"Auto, truck, or van"
"2976","2018","2018 ACS",566020,2018000832934,24,2018005660201,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",0,160400,2,31,"68","White","White","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","4 years of college","Bachelor's degree","Not in labor force","Not in Labor Force",160400,"N/A"
"2977","2018","2018 ACS",566021,2018000833029,81,2018005660211,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,49000,1,80,"66","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","5+ years of college","Master's degree","Employed","At work",25000,"Auto, truck, or van"
"2978","2018","2018 ACS",566021,2018000833029,81,2018005660211,"New Orleans-Metairie, LA","New Orleans, LA",240122,"Households under 1970 definition",0,49000,2,195,"35","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","Has job, not working",24000,"N/A"
"2979","2018","2018 ACS",566023,2018000833089,59,2018005660231,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",750,24000,1,59,"32","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","1 year of college","1 or more years of college credit, no degree","Employed","At work",24000,"Auto, truck, or van"
"2980","2018","2018 ACS",566023,2018000833089,59,2018005660231,"New Orleans-Metairie, LA","New Orleans, LA",240022,"Households under 1970 definition",750,24000,2,154,"13","Black/African American/Negro","Black/African American/Negro","Not Hispanic","Not Hispanic","N/A","N/A","N/A or less than one year","English","English","Grade 5, 6, 7, or 8","Grade 7","N/A","N/A",24000,"N/A"
