state,year,miles,fatalities,seatbelt,speed65,speed70,drinkage,alcohol,income,age,enforce
WI,1990,44277,769,0.519999981,yes,no,yes,no,17692,35.45774078,secondary
WI,1991,45458,797,0.579999983,yes,no,yes,no,18237,35.54236603,secondary
WI,1992,47628,652,0.589999974,yes,no,yes,no,19331,35.68453598,secondary
WI,1993,49167,714,0.639999986,yes,no,yes,no,20009,35.83947754,secondary
WI,1994,50273,712,0.639999986,yes,no,yes,no,21012,35.94728851,secondary
WI,1995,51396,745,0.639999986,yes,no,yes,no,21960,36.11486435,secondary
WI,1996,52782,761,0.610000014,yes,no,yes,no,22987,36.27373886,secondary
WI,1997,54404,725,0.620000005,yes,no,yes,no,24048,36.37247086,secondary
WV,1983,11696,425,NA,no,no,no,no,9417,35.21595001,no
WV,1984,12671,438,NA,no,no,no,no,10158,35.48919678,no
WV,1985,12664,420,NA,no,no,no,no,10643,35.80871582,no
WV,1986,13181,440,NA,no,no,yes,no,11169,36.09379959,no
WV,1987,13742,471,NA,yes,no,yes,no,11632,36.43614578,no
WV,1988,13884,460,NA,yes,no,yes,no,12399,36.76451111,no
WV,1989,14940,468,NA,yes,no,yes,no,13149,37.09120941,no
WV,1990,15418,481,0.430000007,yes,no,yes,no,14176,37.28147507,no
WV,1991,16026,414,0.430000007,yes,no,yes,no,14815,37.37654877,no
WV,1992,16478,420,0.330000013,yes,no,yes,no,15679,37.53059006,no
WV,1993,16778,429,0.550000012,yes,no,yes,no,16306,37.67301178,secondary
WV,1994,17112,356,0.579999983,yes,no,yes,no,16948,37.83152008,secondary
WV,1995,17421,377,0.579999983,yes,no,yes,no,17441,37.97182083,secondary
WV,1996,17693,348,0.579999983,yes,no,yes,no,18116,38.2092247,secondary
WV,1997,18324,381,0.579999983,yes,no,yes,no,18724,38.43574524,secondary
WY,1983,5059,173,NA,no,no,no,no,12352,31.14063644,no
WY,1984,5127,157,NA,no,no,no,no,12983,31.43331909,no
WY,1985,5401,152,NA,no,no,no,no,13669,31.7466507,no
WY,1986,5373,168,NA,no,no,no,no,13455,32.00455475,no
WY,1987,5349,129,NA,yes,no,no,no,13582,32.39461899,no
WY,1988,5658,155,NA,yes,no,yes,no,14317,32.88244247,no
WY,1989,5750,127,NA,yes,no,yes,no,15535,33.30503464,secondary
WY,1990,5833,125,0.25999999,yes,no,yes,no,17174,33.54692078,secondary
WY,1991,5998,122,0.660000026,yes,no,yes,no,18348,33.71205902,secondary
WY,1992,6217,118,0.660000026,yes,no,yes,no,18704,33.96466827,secondary
WY,1993,6770,120,0.670000017,yes,no,yes,no,19535,34.21438217,secondary
WY,1994,6689,144,0.699999988,yes,no,yes,no,19865,34.45578003,secondary
WY,1995,7044,170,0.709999979,yes,yes,yes,no,20685,34.76661301,secondary
WY,1996,7360,143,0.720000029,yes,yes,yes,no,21524,35.07434845,secondary
WY,1997,7576,137,0.75,yes,yes,yes,no,22596,35.38646317,secondary
